State,Year,Estimate (%)
Illinois,2018-19,26.5
Indiana,2018-19,29.8
Iowa,2018-19,36.2
Kansas,2018-19,33
Kentucky,2018-19,28.1
Louisiana,2018-19,22.2
Maine,2018-19,28
Maryland,2018-19,32.3
Massachusetts,2018-19,30.9
Michigan,2018-19,28.8
Minnesota,2018-19,32.7
Mississippi,2018-19,22.3
Missouri,2018-19,32.5
Montana,2018-19,28.8
Nebraska,2018-19,33.2
Nevada,2018-19,17.5
New Hampshire,2018-19,27.4
New Jersey,2018-19,NR
New Mexico,2018-19,26.4
New York,2018-19,27.1
North Carolina,2018-19,30.8
North Dakota,2018-19,30.5
Ohio,2018-19,31
Oklahoma,2018-19,31.4
Oregon,2018-19,24.2
Pennsylvania,2018-19,34.6
United States,2018-19,28.1
Region 1,2018-19,30.7
Region 2,2018-19,27.1
Region 3,2018-19,33.5
Region 4,2018-19,24.4
Region 5,2018-19,29.3
Region 6,2018-19,27.2
Region 7,2018-19,33.4
Region 8,2018-19,31.3
Region 9,2018-19,24.8
Rhode Island,2018-19,31.9
South Carolina,2018-19,27.5
South Dakota,2018-19,36.2
Tennessee,2018-19,27.3
Texas,2018-19,27.4
Region 10,2018-19,30.1
Utah,2018-19,29.8
Vermont,2018-19,29.8
Virginia,2018-19,33.1
Washington,2018-19,35.6
West Virginia,2018-19,31.6
Wisconsin,2018-19,28.5
Wyoming,2018-19,23.6
Alabama,2018-19,37.1
Alaska,2018-19,31.4
Arizona,2018-19,35.7
Arkansas,2018-19,39.8
California,2018-19,31.6
Colorado,2018-19,43.1
Connecticut,2018-19,43.9
Delaware,2018-19,45
District of Columbia,2018-19,NR
Florida,2018-19,26.1
Georgia,2018-19,28.2
Hawaii,2018-19,30.5
Idaho,2018-19,32.9
Illinois,2018-19,35
Indiana,2018-19,40.4
Iowa,2018-19,46
Kansas,2018-19,41
Kentucky,2018-19,36.9
Louisiana,2018-19,30.9
Maine,2018-19,40
Maryland,2018-19,42.5
Massachusetts,2018-19,42
Michigan,2018-19,38.3
Minnesota,2018-19,42.3
Mississippi,2018-19,33.2
Missouri,2018-19,40.1
Montana,2018-19,39.7
Nebraska,2018-19,43.5
Nevada,2018-19,24.8
New Hampshire,2018-19,37.7
New Jersey,2018-19,NR
New Mexico,2018-19,36.1
New York,2018-19,37.2
North Carolina,2018-19,40.5
North Dakota,2018-19,40.2
Ohio,2018-19,39.7
Oklahoma,2018-19,40.3
Oregon,2018-19,33.2
Pennsylvania,2018-19,44.7
United States,2018-19,36.9
Region 1,2018-19,42.2
Region 2,2018-19,37.2
Region 3,2018-19,43.5
Region 4,2018-19,32.5
Region 5,2018-19,38.7
Region 6,2018-19,35.4
Region 7,2018-19,41.9
Region 8,2018-19,41.5
Region 9,2018-19,31.7
Rhode Island,2018-19,44.9
South Carolina,2018-19,37
South Dakota,2018-19,47.4
Tennessee,2018-19,35.3
Texas,2018-19,34.9
Region 10,2018-19,39.8
Utah,2018-19,39.2
Vermont,2018-19,44.4
Virginia,2018-19,42.5
Washington,2018-19,46.4
West Virginia,2018-19,41
Wisconsin,2018-19,40
Wyoming,2018-19,33.5
Alabama,2018-19,40.4
Alaska,2018-19,34.5
Arizona,2018-19,38.3
Arkansas,2018-19,41.9
California,2018-19,35.1
Colorado,2018-19,45.9
Connecticut,2018-19,48
Delaware,2018-19,47.6
District of Columbia,2018-19,NR
Florida,2018-19,27.8
Georgia,2018-19,32.6
Hawaii,2018-19,35
Idaho,2018-19,36
Illinois,2018-19,36.8
Indiana,2018-19,44.6
Iowa,2018-19,49.6
Kansas,2018-19,43.5
Kentucky,2018-19,38.7
Louisiana,2018-19,33.3
Maine,2018-19,42.9
Maryland,2018-19,45.5
Massachusetts,2018-19,46.6
Michigan,2018-19,43.9
Minnesota,2018-19,44.9
Mississippi,2018-19,39.5
Missouri,2018-19,42.3
Montana,2018-19,42.2
Nebraska,2018-19,46.7
Nevada,2018-19,26.9
New Hampshire,2018-19,41.1
New Jersey,2018-19,NR
New Mexico,2018-19,39.2
New York,2018-19,41.4
North Carolina,2018-19,44.7
North Dakota,2018-19,42.6
Ohio,2018-19,43.2
Oklahoma,2018-19,43.1
Oregon,2018-19,38.2
Pennsylvania,2018-19,47.8
United States,2018-19,40.3
Region 1,2018-19,46.4
Region 2,2018-19,41.4
Region 3,2018-19,46.6
Region 4,2018-19,35.6
Region 5,2018-19,42.1
Region 6,2018-19,39
Region 7,2018-19,44.6
Region 8,2018-19,44.2
Region 9,2018-19,35
Rhode Island,2018-19,49.4
South Carolina,2018-19,40.1
South Dakota,2018-19,51.5
Tennessee,2018-19,39
Texas,2018-19,39.1
Region 10,2018-19,43.5
Utah,2018-19,41.4
Vermont,2018-19,49.1
Virginia,2018-19,45.8
Washington,2018-19,49.6
West Virginia,2018-19,44.8
Wisconsin,2018-19,42.6
Wyoming,2018-19,35.7
Alabama,2018-19,43.8
Alaska,2018-19,36.4
Arizona,2018-19,42
Arkansas,2018-19,43.9
California,2018-19,39.9
Colorado,2018-19,49
Connecticut,2018-19,50.8
Delaware,2018-19,49.2
District of Columbia,2018-19,NR
Florida,2018-19,30.6
Georgia,2018-19,36.1
Hawaii,2018-19,39.7
Idaho,2018-19,38.4
Illinois,2018-19,39.4
Indiana,2018-19,47.5
Iowa,2018-19,52.6
Kansas,2018-19,45.7
Kentucky,2018-19,42.7
Louisiana,2018-19,37.5
Maine,2018-19,45.2
Maryland,2018-19,48.4
Massachusetts,2018-19,51
Michigan,2018-19,45.6
Minnesota,2018-19,47
Mississippi,2018-19,43.6
Missouri,2018-19,46.1
Montana,2018-19,44.1
Nebraska,2018-19,48.9
Nevada,2018-19,28.6
New Hampshire,2018-19,43.9
New Jersey,2018-19,NR
New Mexico,2018-19,42.5
New York,2018-19,45.9
North Carolina,2018-19,48.4
North Dakota,2018-19,44.5
Ohio,2018-19,46.6
Oklahoma,2018-19,46
Oregon,2018-19,40.9
Pennsylvania,2018-19,49.6
United States,2018-19,43.6
Region 1,2018-19,49.7
Region 2,2018-19,45.9
Region 3,2018-19,49.2
Region 4,2018-19,39.1
Region 5,2018-19,44.8
Region 6,2018-19,42.8
Region 7,2018-19,47.7
Region 8,2018-19,46.8
Region 9,2018-19,39.4
Rhode Island,2018-19,52
South Carolina,2018-19,44.1
South Dakota,2018-19,52.8
Tennessee,2018-19,42.8
Texas,2018-19,43.2
Region 10,2018-19,45.6
Utah,2018-19,44
Vermont,2018-19,51.3
Virginia,2018-19,49.4
Washington,2018-19,51.3
West Virginia,2018-19,47.7
Wisconsin,2018-19,46.1
Wyoming,2018-19,37.8
Alabama,2018-19,47.4
Alaska,2018-19,37.7
Arizona,2018-19,43.8
Arkansas,2018-19,44.9
California,2018-19,41.9
Colorado,2018-19,50.8
Connecticut,2018-19,52.2
Delaware,2018-19,50.7
District of Columbia,2018-19,NR
Florida,2018-19,31.9
Georgia,2018-19,38.6
Hawaii,2018-19,42.2
Idaho,2018-19,38.8
Illinois,2018-19,40.6
Indiana,2018-19,49.1
Iowa,2018-19,53.6
Kansas,2018-19,46.6
Kentucky,2018-19,45
Louisiana,2018-19,40.6
Maine,2018-19,47.1
Maryland,2018-19,50.2
Massachusetts,2018-19,52
Michigan,2018-19,46.8
Minnesota,2018-19,48.3
Mississippi,2018-19,44.8
Missouri,2018-19,47.6
Montana,2018-19,45.8
Nebraska,2018-19,50.2
Nevada,2018-19,29
New Hampshire,2018-19,45.4
New Jersey,2018-19,NR
New Mexico,2018-19,44.5
New York,2018-19,47.9
North Carolina,2018-19,50.7
North Dakota,2018-19,45.3
Ohio,2018-19,48
Oklahoma,2018-19,48
Oregon,2018-19,43.3
Pennsylvania,2018-19,52.4
United States,2018-19,45.4
Region 1,2018-19,51.1
Region 2,2018-19,47.9
Region 3,2018-19,51.3
Region 4,2018-19,41
Region 5,2018-19,46
Region 6,2018-19,44.9
Region 7,2018-19,49
Region 8,2018-19,48.4
Region 9,2018-19,41.3
Rhode Island,2018-19,55.2
South Carolina,2018-19,45.1
South Dakota,2018-19,54.6
Tennessee,2018-19,44.8
Texas,2018-19,45.2
Region 10,2018-19,47.4
Utah,2018-19,45.8
Vermont,2018-19,52.3
Virginia,2018-19,50.8
Washington,2018-19,53.1
West Virginia,2018-19,49
Wisconsin,2018-19,46.7
Wyoming,2018-19,38.1
Alabama,2018-19,48.2
Alaska,2018-19,40.4
Arizona,2018-19,45.1
Arkansas,2018-19,46.7
California,2018-19,43.3
Colorado,2018-19,51.4
Connecticut,2018-19,52.3
Delaware,2018-19,52.1
District of Columbia,2018-19,NR
Florida,2018-19,33.8
Georgia,2018-19,43.4
Hawaii,2018-19,44.2
Idaho,2018-19,41.9
Illinois,2018-19,40.9
Indiana,2018-19,49.8
Iowa,2018-19,53.9
Kansas,2018-19,47.2
Kentucky,2018-19,45.2
Louisiana,2018-19,41.4
Maine,2018-19,48
Maryland,2018-19,51.8
Massachusetts,2018-19,53.5
Michigan,2018-19,47.3
Minnesota,2018-19,48.8
Mississippi,2018-19,45
Missouri,2018-19,48
Montana,2018-19,46.5
Nebraska,2018-19,50.8
Nevada,2018-19,30.4
New Hampshire,2018-19,46.5
New Jersey,2018-19,NR
New Mexico,2018-19,45.9
New York,2018-19,48.5
North Carolina,2018-19,51.2
North Dakota,2018-19,45.5
Ohio,2018-19,49
Oklahoma,2018-19,49.7
Oregon,2018-19,45.4
Pennsylvania,2018-19,53.6
United States,2018-19,46.6
Region 1,2018-19,52.1
Region 2,2018-19,48.5
Region 3,2018-19,52.3
Region 4,2018-19,42.8
Region 5,2018-19,46.6
Region 6,2018-19,46.1
Region 7,2018-19,49.4
Region 8,2018-19,49
Region 9,2018-19,42.8
Rhode Island,2018-19,55.8
South Carolina,2018-19,45.8
South Dakota,2018-19,54.8
Tennessee,2018-19,45.4
Texas,2018-19,46.4
Region 10,2018-19,49
Utah,2018-19,46.1
Vermont,2018-19,53.4
Virginia,2018-19,51.1
Washington,2018-19,53.8
West Virginia,2018-19,49
Wisconsin,2018-19,47.3
Wyoming,2018-19,38.4
Alabama,2018-19,48.8
Alaska,2018-19,40.4
Arizona,2018-19,45.5
Arkansas,2018-19,47.7
California,2018-19,43.6
Colorado,2018-19,52.6
Connecticut,2018-19,52.8
Delaware,2018-19,52.6
District of Columbia,2018-19,NR
Florida,2018-19,33.9
Georgia,2018-19,43.4
Hawaii,2018-19,47
Idaho,2018-19,42.1
Illinois,2018-19,41.3
Indiana,2018-19,50.9
Iowa,2018-19,54.5
Kansas,2018-19,47.5
Kentucky,2018-19,46.1
Louisiana,2018-19,42.9
Maine,2018-19,48.2
Maryland,2018-19,52.7
Massachusetts,2018-19,53.9
Michigan,2018-19,48
Minnesota,2018-19,49
Mississippi,2018-19,45
Missouri,2018-19,48
Montana,2018-19,46.9
Nebraska,2018-19,51.6
Nevada,2018-19,34.8
New Hampshire,2018-19,47
New Jersey,2018-19,NR
New Mexico,2018-19,45.9
New York,2018-19,48.8
North Carolina,2018-19,51.7
North Dakota,2018-19,45.8
Ohio,2018-19,49.1
Oklahoma,2018-19,49.7
Oregon,2018-19,47.2
Pennsylvania,2018-19,54.3
United States,2018-19,47.1
Region 1,2018-19,52.5
Region 2,2018-19,48.8
Region 3,2018-19,53.2
Region 4,2018-19,43.1
Region 5,2018-19,47.1
Region 6,2018-19,46.9
Region 7,2018-19,49.8
Region 8,2018-19,49.6
Region 9,2018-19,43.4
Rhode Island,2018-19,56.2
South Carolina,2018-19,46.4
South Dakota,2018-19,55.4
Tennessee,2018-19,46.1
Texas,2018-19,47.1
Region 10,2018-19,49.5
Utah,2018-19,46.1
Vermont,2018-19,53.9
Virginia,2018-19,51.8
Washington,2018-19,53.9
West Virginia,2018-19,50.9
Wisconsin,2018-19,48.1
Wyoming,2018-19,38.4
Alabama,2018-19,51.5
Alaska,2018-19,40.4
Arizona,2018-19,45.5
Arkansas,2018-19,47.7
California,2018-19,43.8
Colorado,2018-19,52.6
Connecticut,2018-19,53.8
Delaware,2018-19,52.6
District of Columbia,2018-19,NR
Florida,2018-19,33.9
Georgia,2018-19,43.4
Hawaii,2018-19,47.8
Idaho,2018-19,42.1
Illinois,2018-19,41.3
Indiana,2018-19,50.9
Iowa,2018-19,54.5
Kansas,2018-19,48.4
Kentucky,2018-19,46.1
Louisiana,2018-19,43.5
Maine,2018-19,48.6
Maryland,2018-19,53.1
Massachusetts,2018-19,54.3
Michigan,2018-19,48.4
Minnesota,2018-19,49
Mississippi,2018-19,45
Missouri,2018-19,48
Montana,2018-19,47.6
Nebraska,2018-19,51.7
Nevada,2018-19,34.8
New Hampshire,2018-19,47
New Jersey,2018-19,NR
New Mexico,2018-19,45.9
New York,2018-19,49.3
North Carolina,2018-19,51.7
North Dakota,2018-19,45.8
Ohio,2018-19,49.1
Oklahoma,2018-19,49.7
Oregon,2018-19,47.2
Pennsylvania,2018-19,54.8
United States,2018-19,47.3
Region 1,2018-19,52.9
Region 2,2018-19,49.3
Region 3,2018-19,53.5
Region 4,2018-19,43.3
Region 5,2018-19,47.2
Region 6,2018-19,47.2
Region 7,2018-19,49.9
Region 8,2018-19,49.8
Region 9,2018-19,43.6
Rhode Island,2018-19,56.2
South Carolina,2018-19,47.7
South Dakota,2018-19,55.5
Tennessee,2018-19,46.1
Texas,2018-19,47.3
Region 10,2018-19,49.5
Utah,2018-19,46.1
Vermont,2018-19,53.9
Virginia,2018-19,51.8
Washington,2018-19,53.9
West Virginia,2018-19,50.9
Wisconsin,2018-19,48.4
Wyoming,2018-19,42.1
Alabama,2019-20,NR †
Alaska,2019-20,NR †
Arizona,2019-20,NR †
Arkansas,2019-20,NR †
California,2019-20,NR †
Colorado,2019-20,NR †
Connecticut,2019-20,NR †
Delaware,2019-20,NR †
District of Columbia,2019-20,NR †
Georgia,2019-20,NR †
Hawaii,2019-20,NR †
Idaho,2019-20,NR †
Iowa,2019-20,NR †
Kentucky,2019-20,NR †
Louisiana,2019-20,NR †
Maine,2019-20,NR †
Maryland,2019-20,NR †
Massachusetts,2019-20,NR †
Michigan,2019-20,NR †
Minnesota,2019-20,NR †
Mississippi,2019-20,NR †
Missouri,2019-20,NR †
Montana,2019-20,NR †
New Hampshire,2019-20,NR †
New Jersey,2019-20,NR †
New Mexico,2019-20,NR †
North Carolina,2019-20,NR †
North Dakota,2019-20,NR †
Ohio,2019-20,NR †
Oklahoma,2019-20,NR †
Oregon,2019-20,NR †
Pennsylvania,2019-20,NR †
United States,2019-20,0.2
Region 1,2019-20,NR †
Region 3,2019-20,0.1
Region 4,2019-20,0.2
Region 5,2019-20,NR †
Region 6,2019-20,NR †
Region 7,2019-20,NR †
Region 8,2019-20,NR †
Region 9,2019-20,NR †
Rhode Island,2019-20,NR †
South Carolina,2019-20,NR †
South Dakota,2019-20,NR †
Tennessee,2019-20,NR †
Texas,2019-20,NR †
Region 10,2019-20,NR †
Utah,2019-20,NR †
Virginia,2019-20,NR †
Washington,2019-20,NR †
West Virginia,2019-20,NR †
Wisconsin,2019-20,NR †
Alabama,2019-20,1.4
Alaska,2019-20,NR †
Arizona,2019-20,NR †
Arkansas,2019-20,NR †
California,2019-20,3.7
Colorado,2019-20,1.6
Connecticut,2019-20,1
Delaware,2019-20,NR †
District of Columbia,2019-20,NR †
Florida,2019-20,NR †
Georgia,2019-20,2.3
Hawaii,2019-20,4.6
Idaho,2019-20,NR †
Illinois,2019-20,NR †
Indiana,2019-20,1
Iowa,2019-20,1.5
Kansas,2019-20,NR †
Kentucky,2019-20,NR †
Louisiana,2019-20,NR †
Maine,2019-20,0.7
Maryland,2019-20,1.3
Massachusetts,2019-20,1.6
Michigan,2019-20,NR †
Minnesota,2019-20,1.6
Mississippi,2019-20,1.2
Missouri,2019-20,NR †
Montana,2019-20,NR †
Nebraska,2019-20,NR †
Nevada,2019-20,NR †
New Hampshire,2019-20,0.7
New Jersey,2019-20,NR †
New Mexico,2019-20,2.4
New York,2019-20,0.7
North Carolina,2019-20,NR †
North Dakota,2019-20,NR †
Ohio,2019-20,1
Oklahoma,2019-20,NR †
Oregon,2019-20,2
Pennsylvania,2019-20,2.1
United States,2019-20,1.7
Region 1,2019-20,1.2
Region 2,2019-20,0.8
Region 3,2019-20,1.6
Region 4,2019-20,1.7
Region 5,2019-20,1
Region 6,2019-20,1.6
Region 7,2019-20,1.3
Region 8,2019-20,1.3
Region 9,2019-20,3.4
Rhode Island,2019-20,NR †
South Carolina,2019-20,1.8
South Dakota,2019-20,NR †
Tennessee,2019-20,NR †
Texas,2019-20,1.7
Region 10,2019-20,1.4
Utah,2019-20,1.3
Vermont,2019-20,NR †
Virginia,2019-20,1.3
Washington,2019-20,1.2
West Virginia,2019-20,NR †
Wisconsin,2019-20,NR †
Wyoming,2019-20,NR †
Alabama,2019-20,9.5
Alaska,2019-20,7.6
Arizona,2019-20,7.1
Arkansas,2019-20,9.8
California,2019-20,11.6
Colorado,2019-20,9.1
Connecticut,2019-20,8.4
Delaware,2019-20,9.6
District of Columbia,2019-20,9.6
Florida,2019-20,8.1
Georgia,2019-20,10.4
Hawaii,2019-20,15.8
Idaho,2019-20,7.2
Illinois,2019-20,11.1
Indiana,2019-20,8.7
Iowa,2019-20,9.7
Kansas,2019-20,9.1
Kentucky,2019-20,8.3
Louisiana,2019-20,8.9
Maine,2019-20,8.4
Maryland,2019-20,10.4
Massachusetts,2019-20,12.2
Michigan,2019-20,8.5
Minnesota,2019-20,9.4
Mississippi,2019-20,7.4
Missouri,2019-20,6.2
Montana,2019-20,7.7
Nebraska,2019-20,9.3
Nevada,2019-20,12.3
New Hampshire,2019-20,9.5
New Jersey,2019-20,10.4
New Mexico,2019-20,8.7
New York,2019-20,9
North Carolina,2019-20,8.2
North Dakota,2019-20,6.9
Ohio,2019-20,9.3
Oklahoma,2019-20,7.5
Oregon,2019-20,10.3
Pennsylvania,2019-20,10
United States,2019-20,9.5
Region 1,2019-20,10.2
Region 2,2019-20,9.4
Region 3,2019-20,9.9
Region 4,2019-20,8.9
Region 5,2019-20,9.4
Region 6,2019-20,8.8
Region 7,2019-20,8
Region 8,2019-20,8.7
Region 9,2019-20,11.2
Rhode Island,2019-20,9.9
South Carolina,2019-20,8.7
South Dakota,2019-20,5.6
Tennessee,2019-20,11.5
Texas,2019-20,8.9
Region 10,2019-20,9.8
Utah,2019-20,10.9
Vermont,2019-20,5.8
Virginia,2019-20,9.7
Washington,2019-20,10.4
West Virginia,2019-20,8.5
Wisconsin,2019-20,7.9
Wyoming,2019-20,5.3
Alabama,2019-20,29.3
Alaska,2019-20,23
Arizona,2019-20,25
Arkansas,2019-20,35.6
California,2019-20,27.5
Colorado,2019-20,33.4
Connecticut,2019-20,37.5
Delaware,2019-20,32.1
District of Columbia,2019-20,42.1
Florida,2019-20,20.9
Georgia,2019-20,28
Hawaii,2019-20,27
Idaho,2019-20,25.1
Illinois,2019-20,37.9
Indiana,2019-20,31.4
Iowa,2019-20,36.2
Kansas,2019-20,36.2
Kentucky,2019-20,28.7
Louisiana,2019-20,36.1
Maine,2019-20,36
Maryland,2019-20,34.9
Massachusetts,2019-20,37.1
Michigan,2019-20,28.6
Minnesota,2019-20,34.2
Mississippi,2019-20,28
Missouri,2019-20,31.3
Montana,2019-20,29.4
Nebraska,2019-20,36.5
Nevada,2019-20,30.7
New Hampshire,2019-20,34.4
New Jersey,2019-20,31.2
New Mexico,2019-20,29.1
New York,2019-20,28.5
North Carolina,2019-20,37
North Dakota,2019-20,36.6
Ohio,2019-20,31.4
Oklahoma,2019-20,33.4
Oregon,2019-20,32.6
Pennsylvania,2019-20,36.1
United States,2019-20,30.7
Region 1,2019-20,36.6
Region 2,2019-20,29.2
Region 3,2019-20,34.5
Region 4,2019-20,27.8
Region 5,2019-20,33.4
Region 6,2019-20,28.7
Region 7,2019-20,34.1
Region 8,2019-20,32.9
Region 9,2019-20,27.3
Rhode Island,2019-20,36.4
South Carolina,2019-20,29.2
South Dakota,2019-20,33.2
Tennessee,2019-20,33.1
Texas,2019-20,25.7
Region 10,2019-20,32.5
Utah,2019-20,33.8
Vermont,2019-20,32.5
Virginia,2019-20,32.8
Washington,2019-20,34.9
West Virginia,2019-20,31.3
Wisconsin,2019-20,37
Wyoming,2019-20,24.5
Alabama,2019-20,40.1
Alaska,2019-20,33.3
Arizona,2019-20,34.2
Arkansas,2019-20,47.3
California,2019-20,37.9
Colorado,2019-20,45.5
Connecticut,2019-20,50.4
Delaware,2019-20,45.2
District of Columbia,2019-20,52.2
Florida,2019-20,29.3
Georgia,2019-20,35.9
Hawaii,2019-20,34.3
Idaho,2019-20,35.3
Illinois,2019-20,45.2
Indiana,2019-20,40.5
Iowa,2019-20,48.3
Kansas,2019-20,45.2
Kentucky,2019-20,37.5
Louisiana,2019-20,43
Maine,2019-20,47.7
Maryland,2019-20,46.5
Massachusetts,2019-20,48.7
Michigan,2019-20,38.1
Minnesota,2019-20,44.8
Mississippi,2019-20,35.3
Missouri,2019-20,41.4
Montana,2019-20,38.2
Nebraska,2019-20,49.8
Nevada,2019-20,36.5
New Hampshire,2019-20,45.8
New Jersey,2019-20,40
New Mexico,2019-20,39.7
New York,2019-20,39.1
North Carolina,2019-20,47.1
North Dakota,2019-20,47.9
Ohio,2019-20,42.2
Oklahoma,2019-20,41.8
Oregon,2019-20,41.9
Pennsylvania,2019-20,46.6
United States,2019-20,40.7
Region 1,2019-20,48.6
Region 2,2019-20,39.3
Region 3,2019-20,46.1
Region 4,2019-20,36.6
Region 5,2019-20,43.2
Region 6,2019-20,38
Region 7,2019-20,44.8
Region 8,2019-20,44.2
Region 9,2019-20,37.2
Rhode Island,2019-20,48.4
South Carolina,2019-20,39
South Dakota,2019-20,46.9
Tennessee,2019-20,41
Texas,2019-20,35.2
Region 10,2019-20,42.5
Utah,2019-20,43.4
Vermont,2019-20,45.6
Virginia,2019-20,46
Washington,2019-20,45.3
West Virginia,2019-20,41.6
Wisconsin,2019-20,50
Wyoming,2019-20,36.7
Alabama,2019-20,42.6
Alaska,2019-20,35.9
Arizona,2019-20,36.2
Arkansas,2019-20,49.5
California,2019-20,45.4
Colorado,2019-20,48.4
Connecticut,2019-20,53.6
Delaware,2019-20,51.7
District of Columbia,2019-20,52.2
Florida,2019-20,32.6
Georgia,2019-20,39.6
Hawaii,2019-20,38.3
Idaho,2019-20,38.2
Illinois,2019-20,50.4
Indiana,2019-20,43.4
Iowa,2019-20,51.9
Kansas,2019-20,47.8
Kentucky,2019-20,44.2
Louisiana,2019-20,44.1
Maine,2019-20,50.8
Maryland,2019-20,50.6
Massachusetts,2019-20,53.2
Michigan,2019-20,40.8
Minnesota,2019-20,48.9
Mississippi,2019-20,40.3
Missouri,2019-20,44.5
Montana,2019-20,40.9
Nebraska,2019-20,53.4
Nevada,2019-20,38.4
New Hampshire,2019-20,49.8
New Jersey,2019-20,42.6
New Mexico,2019-20,42.2
New York,2019-20,43.3
North Carolina,2019-20,51
North Dakota,2019-20,50.3
Ohio,2019-20,46
Oklahoma,2019-20,45
Oregon,2019-20,44.9
Pennsylvania,2019-20,49.9
United States,2019-20,44.6
Region 1,2019-20,52.7
Region 2,2019-20,43
Region 3,2019-20,49.9
Region 4,2019-20,40.2
Region 5,2019-20,46.7
Region 6,2019-20,40.8
Region 7,2019-20,48
Region 8,2019-20,47.2
Region 9,2019-20,43.5
Rhode Island,2019-20,54.8
South Carolina,2019-20,44.1
South Dakota,2019-20,48.3
Tennessee,2019-20,42
Texas,2019-20,38.3
Region 10,2019-20,45.9
Utah,2019-20,46.9
Vermont,2019-20,48.8
Virginia,2019-20,49.8
Washington,2019-20,49.1
West Virginia,2019-20,46.4
Wisconsin,2019-20,52
Wyoming,2019-20,41.8
Alabama,2019-20,46.2
Alaska,2019-20,39.4
Arizona,2019-20,38.9
Arkansas,2019-20,51.6
California,2019-20,48.8
Colorado,2019-20,53.2
Connecticut,2019-20,57.5
Delaware,2019-20,56.2
District of Columbia,2019-20,52.2
Florida,2019-20,35.6
Georgia,2019-20,41.7
Hawaii,2019-20,41.5
Idaho,2019-20,40.7
Illinois,2019-20,51.5
Indiana,2019-20,46.7
Iowa,2019-20,54.5
Kansas,2019-20,51
Kentucky,2019-20,47.7
Louisiana,2019-20,46.1
Maine,2019-20,53.6
Maryland,2019-20,54
Massachusetts,2019-20,57.2
Michigan,2019-20,43.8
Minnesota,2019-20,51.6
Mississippi,2019-20,44.8
Missouri,2019-20,47.3
Montana,2019-20,42.7
Nebraska,2019-20,55.7
Nevada,2019-20,41.7
New Hampshire,2019-20,52.3
New Jersey,2019-20,46.7
New Mexico,2019-20,46.8
New York,2019-20,46.7
North Carolina,2019-20,54.1
North Dakota,2019-20,50.5
Ohio,2019-20,49.2
Oklahoma,2019-20,48.4
Oregon,2019-20,46.4
Pennsylvania,2019-20,53.6
United States,2019-20,47.7
Region 1,2019-20,56.3
Region 2,2019-20,46.6
Region 3,2019-20,53.3
Region 4,2019-20,43.5
Region 5,2019-20,49.4
Region 6,2019-20,43.7
Region 7,2019-20,50.7
Region 8,2019-20,50.5
Region 9,2019-20,46.8
Rhode Island,2019-20,58.3
South Carolina,2019-20,48.9
South Dakota,2019-20,51.2
Tennessee,2019-20,45.6
Texas,2019-20,41.2
Region 10,2019-20,48.2
Utah,2019-20,49.2
Vermont,2019-20,51.1
Virginia,2019-20,52.9
Washington,2019-20,51.8
West Virginia,2019-20,48.4
Wisconsin,2019-20,55.2
Wyoming,2019-20,44.7
Alabama,2019-20,46.8
Alaska,2019-20,41.9
Arizona,2019-20,40.4
Arkansas,2019-20,53.6
California,2019-20,53.4
Colorado,2019-20,54.3
Connecticut,2019-20,59.9
Delaware,2019-20,58.3
District of Columbia,2019-20,52.2
Florida,2019-20,36.4
Georgia,2019-20,45
Hawaii,2019-20,44.8
Idaho,2019-20,42.2
Illinois,2019-20,52.2
Indiana,2019-20,48.4
Iowa,2019-20,55.8
Kansas,2019-20,52.2
Kentucky,2019-20,48
